Area,Item,Element,Year,Value
South Africa,Wheat,Crop residues (Emissions N2O),2050,0.6092
South Africa,Wheat,Burning crop residues (Emissions N2O),1961,0.0394
South Africa,Wheat,Burning crop residues (Emissions N2O),1962,0.0385
South Africa,Wheat,Burning crop residues (Emissions N2O),1963,0.0425
South Africa,Wheat,Burning crop residues (Emissions N2O),1964,0.0369
South Africa,Wheat,Burning crop residues (Emissions N2O),1965,0.0381
South Africa,Wheat,Burning crop residues (Emissions N2O),1966,0.0318
South Africa,Wheat,Burning crop residues (Emissions N2O),1967,0.0363
South Africa,Wheat,Burning crop residues (Emissions N2O),1968,0.0468
South Africa,Wheat,Burning crop residues (Emissions N2O),1969,0.0518
South Africa,Wheat,Burning crop residues (Emissions N2O),1970,0.054
South Africa,Wheat,Burning crop residues (Emissions N2O),1971,0.0563
South Africa,Wheat,Burning crop residues (Emissions N2O),1972,0.0565
South Africa,Wheat,Burning crop residues (Emissions N2O),1973,0.0567
South Africa,Wheat,Burning crop residues (Emissions N2O),1974,0.0522
South Africa,Wheat,Burning crop residues (Emissions N2O),1975,0.0515
South Africa,Wheat,Burning crop residues (Emissions N2O),1976,0.0549
South Africa,Wheat,Burning crop residues (Emissions N2O),1977,0.0512
South Africa,Wheat,Burning crop residues (Emissions N2O),1978,0.0531
South Africa,Wheat,Burning crop residues (Emissions N2O),1979,0.0533
South Africa,Wheat,Burning crop residues (Emissions N2O),1980,0.0456
South Africa,Wheat,Burning crop residues (Emissions N2O),1981,0.0507
South Africa,Wheat,Burning crop residues (Emissions N2O),1982,0.0564
South Africa,Wheat,Burning crop residues (Emissions N2O),1983,0.0509
South Africa,Wheat,Burning crop residues (Emissions N2O),1984,0.0544
South Africa,Wheat,Burning crop residues (Emissions N2O),1985,0.0555
South Africa,Wheat,Burning crop residues (Emissions N2O),1986,0.0545
South Africa,Wheat,Burning crop residues (Emissions N2O),1987,0.049
South Africa,Wheat,Burning crop residues (Emissions N2O),1988,0.0563
South Africa,Wheat,Burning crop residues (Emissions N2O),1989,0.0516
South Africa,Wheat,Burning crop residues (Emissions N2O),1990,0.0438
South Africa,Wheat,Burning crop residues (Emissions N2O),1991,0.0402
South Africa,Wheat,Burning crop residues (Emissions N2O),1992,0.021
South Africa,Wheat,Burning crop residues (Emissions N2O),1993,0.0301
South Africa,Wheat,Burning crop residues (Emissions N2O),1994,0.0293
South Africa,Wheat,Burning crop residues (Emissions N2O),1995,0.0382
South Africa,Wheat,Burning crop residues (Emissions N2O),1996,0.0362
South Africa,Wheat,Burning crop residues (Emissions N2O),1997,0.0387
South Africa,Wheat,Burning crop residues (Emissions N2O),1998,0.0209
South Africa,Wheat,Burning crop residues (Emissions N2O),1999,0.0201
South Africa,Wheat,Burning crop residues (Emissions N2O),2000,0.0262
South Africa,Wheat,Burning crop residues (Emissions N2O),2001,0.0273
South Africa,Wheat,Burning crop residues (Emissions N2O),2002,0.0263
South Africa,Wheat,Burning crop residues (Emissions N2O),2003,0.0209
South Africa,Wheat,Burning crop residues (Emissions N2O),2004,0.0232
South Africa,Wheat,Burning crop residues (Emissions N2O),2005,0.0225
South Africa,Wheat,Burning crop residues (Emissions N2O),2006,0.0214
South Africa,Wheat,Burning crop residues (Emissions N2O),2007,0.0177
South Africa,Wheat,Burning crop residues (Emissions N2O),2008,0.0209
South Africa,Wheat,Burning crop residues (Emissions N2O),2009,0.018
South Africa,Wheat,Burning crop residues (Emissions N2O),2010,0.0156
South Africa,Wheat,Burning crop residues (Emissions N2O),2011,0.0169
South Africa,Wheat,Burning crop residues (Emissions N2O),2012,0.0143
South Africa,Wheat,Burning crop residues (Emissions N2O),2013,0.0142
South Africa,Wheat,Burning crop residues (Emissions N2O),2014,0.0133
South Africa,Wheat,Burning crop residues (Emissions N2O),2015,0.0135
South Africa,Wheat,Burning crop residues (Emissions N2O),2016,0.0142
South Africa,Wheat,Burning crop residues (Emissions N2O),2017,0.0138
South Africa,Wheat,Burning crop residues (Emissions N2O),2018,0.0141
South Africa,Wheat,Burning crop residues (Emissions N2O),2019,0.0151
South Africa,Wheat,Burning crop residues (Emissions N2O),2020,0.0143
South Africa,Wheat,Burning crop residues (Emissions N2O),2021,0.0147
South Africa,Wheat,Burning crop residues (Emissions N2O),2022,0.0159
South Africa,Wheat,Burning crop residues (Emissions N2O),2030,0.0239
South Africa,Wheat,Burning crop residues (Emissions N2O),2050,0.0249
South Africa,Wheat,Burning crop residues (Emissions CH4),1961,1.5196
South Africa,Wheat,Burning crop residues (Emissions CH4),1962,1.485
South Africa,Wheat,Burning crop residues (Emissions CH4),1963,1.6405
South Africa,Wheat,Burning crop residues (Emissions CH4),1964,1.4245
South Africa,Wheat,Burning crop residues (Emissions CH4),1965,1.4688
South Africa,Wheat,Burning crop residues (Emissions CH4),1966,1.2247
South Africa,Wheat,Burning crop residues (Emissions CH4),1967,1.4018
South Africa,Wheat,Burning crop residues (Emissions CH4),1968,1.8036
South Africa,Wheat,Burning crop residues (Emissions CH4),1969,1.998
South Africa,Wheat,Burning crop residues (Emissions CH4),1970,2.0844
South Africa,Wheat,Burning crop residues (Emissions CH4),1971,2.1708
South Africa,Wheat,Burning crop residues (Emissions CH4),1972,2.1784
South Africa,Wheat,Burning crop residues (Emissions CH4),1973,2.187
South Africa,Wheat,Burning crop residues (Emissions CH4),1974,2.0142
South Africa,Wheat,Burning crop residues (Emissions CH4),1975,1.9861
South Africa,Wheat,Burning crop residues (Emissions CH4),1976,2.1157
South Africa,Wheat,Burning crop residues (Emissions CH4),1977,1.9742
South Africa,Wheat,Burning crop residues (Emissions CH4),1978,2.0466
South Africa,Wheat,Burning crop residues (Emissions CH4),1979,2.0552
South Africa,Wheat,Burning crop residues (Emissions CH4),1980,1.7572
South Africa,Wheat,Burning crop residues (Emissions CH4),1981,1.957
South Africa,Wheat,Burning crop residues (Emissions CH4),1982,2.174
South Africa,Wheat,Burning crop residues (Emissions CH4),1983,1.9645
South Africa,Wheat,Burning crop residues (Emissions CH4),1984,2.0974
South Africa,Wheat,Burning crop residues (Emissions CH4),1985,2.1416
South Africa,Wheat,Burning crop residues (Emissions CH4),1986,2.1017
South Africa,Wheat,Burning crop residues (Emissions CH4),1987,1.8889
South Africa,Wheat,Burning crop residues (Emissions CH4),1988,2.1697
South Africa,Wheat,Burning crop residues (Emissions CH4),1989,1.9904
South Africa,Wheat,Burning crop residues (Emissions CH4),1990,1.688
South Africa,Wheat,Burning crop residues (Emissions CH4),1991,1.5509
South Africa,Wheat,Burning crop residues (Emissions CH4),1992,0.81
South Africa,Wheat,Burning crop residues (Emissions CH4),1993,1.161
South Africa,Wheat,Burning crop residues (Emissions CH4),1994,1.1318
South Africa,Wheat,Burning crop residues (Emissions CH4),1995,1.472
South Africa,Wheat,Burning crop residues (Emissions CH4),1996,1.3973
South Africa,Wheat,Burning crop residues (Emissions CH4),1997,1.4926
South Africa,Wheat,Burning crop residues (Emissions CH4),1998,0.8078
South Africa,Wheat,Burning crop residues (Emissions CH4),1999,0.7754
South Africa,Wheat,Burning crop residues (Emissions CH4),2000,1.0087
South Africa,Wheat,Burning crop residues (Emissions CH4),2001,1.0519
South Africa,Wheat,Burning crop residues (Emissions CH4),2002,1.0163
South Africa,Wheat,Burning crop residues (Emissions CH4),2003,0.8078
South Africa,Wheat,Burning crop residues (Emissions CH4),2004,0.8964
South Africa,Wheat,Burning crop residues (Emissions CH4),2005,0.8694
South Africa,Wheat,Burning crop residues (Emissions CH4),2006,0.8262
South Africa,Wheat,Burning crop residues (Emissions CH4),2007,0.6826
South Africa,Wheat,Burning crop residues (Emissions CH4),2008,0.8078
South Africa,Wheat,Burning crop residues (Emissions CH4),2009,0.6939
South Africa,Wheat,Burning crop residues (Emissions CH4),2010,0.6027
South Africa,Wheat,Burning crop residues (Emissions CH4),2011,0.6531
South Africa,Wheat,Burning crop residues (Emissions CH4),2012,0.5519
South Africa,Wheat,Burning crop residues (Emissions CH4),2013,0.5459
South Africa,Wheat,Burning crop residues (Emissions CH4),2014,0.5147
South Africa,Wheat,Burning crop residues (Emissions CH4),2015,0.5207
South Africa,Wheat,Burning crop residues (Emissions CH4),2016,0.549
South Africa,Wheat,Burning crop residues (Emissions CH4),2017,0.5309
South Africa,Wheat,Burning crop residues (Emissions CH4),2018,0.5436
South Africa,Wheat,Burning crop residues (Emissions CH4),2019,0.5832
South Africa,Wheat,Burning crop residues (Emissions CH4),2020,0.5506
South Africa,Wheat,Burning crop residues (Emissions CH4),2021,0.5654
South Africa,Wheat,Burning crop residues (Emissions CH4),2022,0.6121
South Africa,Wheat,Burning crop residues (Emissions CH4),2030,0.9216
South Africa,Wheat,Burning crop residues (Emissions CH4),2050,0.9585
Ukraine,Sugar cane,Crop residues (Emissions N2O),1995,
Ukraine,Sugar cane,Crop residues (Emissions N2O),1996,
Ukraine,Sugar cane,Crop residues (Emissions N2O),1997,
Ukraine,Sugar cane,Crop residues (Emissions N2O),1998,
Ukraine,Sugar cane,Crop residues (Emissions N2O),1999,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2000,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2001,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2002,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2003,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2004,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2005,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2006,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2007,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2008,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2009,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2010,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2011,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2012,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2013,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2014,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2015,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2016,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2017,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2018,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2019,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2020,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2021,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2022,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2030,
Ukraine,Sugar cane,Crop residues (Emissions N2O),2050,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),1995,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),1996,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),1997,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),1998,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),1999,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2000,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2001,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2002,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2003,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2004,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2005,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2006,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2007,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2008,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2009,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2010,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2011,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2012,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2013,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2014,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2015,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2016,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2017,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2018,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2019,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2020,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2021,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2022,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2030,
Ukraine,Sugar cane,Burning crop residues (Emissions N2O),2050,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),1995,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),1996,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),1997,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),1998,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),1999,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2000,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2001,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2002,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2003,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2004,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2005,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2006,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2007,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2008,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2009,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2010,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2011,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2012,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2013,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2014,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2015,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2016,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2017,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2018,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2019,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2020,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2021,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2022,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2030,
Ukraine,Sugar cane,Burning crop residues (Emissions CH4),2050,
Ukraine,Potatoes,Crop residues (Emissions N2O),1992,1.0913
Ukraine,Potatoes,Crop residues (Emissions N2O),1993,1.0354
Ukraine,Potatoes,Crop residues (Emissions N2O),1994,0.9373
Ukraine,Potatoes,Crop residues (Emissions N2O),1995,0.9122
Ukraine,Potatoes,Crop residues (Emissions N2O),1996,0.9911
Ukraine,Potatoes,Crop residues (Emissions N2O),1997,0.9696
Ukraine,Potatoes,Crop residues (Emissions N2O),1998,0.9182
Ukraine,Potatoes,Crop residues (Emissions N2O),1999,0.8816
Ukraine,Potatoes,Crop residues (Emissions N2O),2000,1.0524
Ukraine,Potatoes,Crop residues (Emissions N2O),2001,0.9932
Ukraine,Potatoes,Crop residues (Emissions N2O),2002,0.9741
Ukraine,Potatoes,Crop residues (Emissions N2O),2003,1.0075
Ukraine,Potatoes,Crop residues (Emissions N2O),2004,1.0395
Ukraine,Potatoes,Crop residues (Emissions N2O),2005,0.998
Ukraine,Potatoes,Crop residues (Emissions N2O),2006,0.9758
Ukraine,Potatoes,Crop residues (Emissions N2O),2007,0.9654
Ukraine,Potatoes,Crop residues (Emissions N2O),2008,0.9558
Ukraine,Potatoes,Crop residues (Emissions N2O),2009,0.9594
Ukraine,Potatoes,Crop residues (Emissions N2O),2010,0.9407
Ukraine,Potatoes,Crop residues (Emissions N2O),2011,1.061
Ukraine,Potatoes,Crop residues (Emissions N2O),2012,1.0421
Ukraine,Potatoes,Crop residues (Emissions N2O),2013,1.0024
Ukraine,Potatoes,Crop residues (Emissions N2O),2014,1.0093
Ukraine,Potatoes,Crop residues (Emissions N2O),2015,0.9327
Ukraine,Potatoes,Crop residues (Emissions N2O),2016,0.9588
Ukraine,Potatoes,Crop residues (Emissions N2O),2017,0.9724
Ukraine,Potatoes,Crop residues (Emissions N2O),2018,0.9768
Ukraine,Potatoes,Crop residues (Emissions N2O),2019,0.9289
Ukraine,Potatoes,Crop residues (Emissions N2O),2020,0.9466
Ukraine,Potatoes,Crop residues (Emissions N2O),2021,0.9395
Ukraine,Potatoes,Crop residues (Emissions N2O),2022,0.8984
Ukraine,Potatoes,Crop residues (Emissions N2O),2030,0.893
Ukraine,Potatoes,Crop residues (Emissions N2O),2050,0.8015
Ukraine,Wheat,Crop residues (Emissions N2O),1992,4.8731
Ukraine,Wheat,Crop residues (Emissions N2O),1993,5.3562
Ukraine,Wheat,Crop residues (Emissions N2O),1994,3.4635
Ukraine,Wheat,Crop residues (Emissions N2O),1995,4.0814
Ukraine,Wheat,Crop residues (Emissions N2O),1996,3.4965
Ukraine,Wheat,Crop residues (Emissions N2O),1997,4.6389
Ukraine,Wheat,Crop residues (Emissions N2O),1998,3.7917
Ukraine,Wheat,Crop residues (Emissions N2O),1999,3.5081
Ukraine,Wheat,Crop residues (Emissions N2O),2000,2.686
Ukraine,Wheat,Crop residues (Emissions N2O),2001,5.3314
Ukraine,Wheat,Crop residues (Emissions N2O),2002,5.1427
Ukraine,Wheat,Crop residues (Emissions N2O),2003,2.8699
Ukraine,Wheat,Crop residues (Emissions N2O),2004,4.367
Ukraine,Wheat,Crop residues (Emissions N2O),2005,4.7102
Ukraine,Wheat,Crop residues (Emissions N2O),2006,3.5586
Ukraine,Wheat,Crop residues (Emissions N2O),2007,3.5892
Ukraine,Wheat,Crop residues (Emissions N2O),2008,6.3686
Ukraine,Wheat,Crop residues (Emissions N2O),2009,5.2177
Ukraine,Wheat,Crop residues (Emissions N2O),2010,4.2718
Ukraine,Wheat,Crop residues (Emissions N2O),2011,5.5351
Ukraine,Wheat,Crop residues (Emissions N2O),2012,3.9773
Ukraine,Wheat,Crop residues (Emissions N2O),2013,5.5182
Ukraine,Wheat,Crop residues (Emissions N2O),2014,5.8911
Ukraine,Wheat,Crop residues (Emissions N2O),2015,6.4986
Ukraine,Wheat,Crop residues (Emissions N2O),2016,6.3538
Ukraine,Wheat,Crop residues (Emissions N2O),2017,6.3915
Ukraine,Wheat,Crop residues (Emissions N2O),2018,6.058
Ukraine,Wheat,Crop residues (Emissions N2O),2019,6.9126
Ukraine,Wheat,Crop residues (Emissions N2O),2020,6.1125
Ukraine,Wheat,Crop residues (Emissions N2O),2021,7.7939
Ukraine,Wheat,Crop residues (Emissions N2O),2022,5.0728
Ukraine,Wheat,Crop residues (Emissions N2O),2030,4.7163
Ukraine,Wheat,Crop residues (Emissions N2O),2050,4.8586
Ukraine,Wheat,Burning crop residues (Emissions N2O),1992,0.1766
Ukraine,Wheat,Burning crop residues (Emissions N2O),1993,0.1609
Ukraine,Wheat,Burning crop residues (Emissions N2O),1994,0.1262
Ukraine,Wheat,Burning crop residues (Emissions N2O),1995,0.1534
Ukraine,Wheat,Burning crop residues (Emissions N2O),1996,0.165
Ukraine,Wheat,Burning crop residues (Emissions N2O),1997,0.1822
Ukraine,Wheat,Burning crop residues (Emissions N2O),1998,0.1579
Ukraine,Wheat,Burning crop residues (Emissions N2O),1999,0.1661
Ukraine,Wheat,Burning crop residues (Emissions N2O),2000,0.1445
Ukraine,Wheat,Burning crop residues (Emissions N2O),2001,0.1927
Ukraine,Wheat,Burning crop residues (Emissions N2O),2002,0.189
Ukraine,Wheat,Burning crop residues (Emissions N2O),2003,0.1089
Ukraine,Wheat,Burning crop residues (Emissions N2O),2004,0.1549
Ukraine,Wheat,Burning crop residues (Emissions N2O),2005,0.184
Ukraine,Wheat,Burning crop residues (Emissions N2O),2006,0.1543
Ukraine,Wheat,Burning crop residues (Emissions N2O),2007,0.1666
Ukraine,Wheat,Burning crop residues (Emissions N2O),2008,0.1975
Ukraine,Wheat,Burning crop residues (Emissions N2O),2009,0.1891
Ukraine,Wheat,Burning crop residues (Emissions N2O),2010,0.176
Ukraine,Wheat,Burning crop residues (Emissions N2O),2011,0.1864
Ukraine,Wheat,Burning crop residues (Emissions N2O),2012,0.1576
Ukraine,Wheat,Burning crop residues (Emissions N2O),2013,0.1839
Ukraine,Wheat,Burning crop residues (Emissions N2O),2014,0.1683
Ukraine,Wheat,Burning crop residues (Emissions N2O),2015,0.1915
Ukraine,Wheat,Burning crop residues (Emissions N2O),2016,0.1738
Ukraine,Wheat,Burning crop residues (Emissions N2O),2017,0.1786
Ukraine,Wheat,Burning crop residues (Emissions N2O),2018,0.1853
Ukraine,Wheat,Burning crop residues (Emissions N2O),2019,0.1911
Ukraine,Wheat,Burning crop residues (Emissions N2O),2020,0.1838
Ukraine,Wheat,Burning crop residues (Emissions N2O),2021,0.1988
Ukraine,Wheat,Burning crop residues (Emissions N2O),2022,0.1479
Ukraine,Wheat,Burning crop residues (Emissions N2O),2030,0.1583
Ukraine,Wheat,Burning crop residues (Emissions N2O),2050,0.1552
Ukraine,Wheat,Burning crop residues (Emissions CH4),1992,6.8123
Ukraine,Wheat,Burning crop residues (Emissions CH4),1993,6.2078
Ukraine,Wheat,Burning crop residues (Emissions CH4),1994,4.8676
Ukraine,Wheat,Burning crop residues (Emissions CH4),1995,5.9178
Ukraine,Wheat,Burning crop residues (Emissions CH4),1996,6.3631
Ukraine,Wheat,Burning crop residues (Emissions CH4),1997,7.0291
Ukraine,Wheat,Burning crop residues (Emissions CH4),1998,6.0923
Ukraine,Wheat,Burning crop residues (Emissions CH4),1999,6.4061
Ukraine,Wheat,Burning crop residues (Emissions CH4),2000,5.5745
Ukraine,Wheat,Burning crop residues (Emissions CH4),2001,7.4326
Ukraine,Wheat,Burning crop residues (Emissions CH4),2002,7.2896
Ukraine,Wheat,Burning crop residues (Emissions CH4),2003,4.2012
Ukraine,Wheat,Burning crop residues (Emissions CH4),2004,5.9764
Ukraine,Wheat,Burning crop residues (Emissions CH4),2005,7.0967
Ukraine,Wheat,Burning crop residues (Emissions CH4),2006,5.9519
Ukraine,Wheat,Burning crop residues (Emissions CH4),2007,6.4274
Ukraine,Wheat,Burning crop residues (Emissions CH4),2008,7.6179
Ukraine,Wheat,Burning crop residues (Emissions CH4),2009,7.2931
Ukraine,Wheat,Burning crop residues (Emissions CH4),2010,6.7868
Ukraine,Wheat,Burning crop residues (Emissions CH4),2011,7.1899
Ukraine,Wheat,Burning crop residues (Emissions CH4),2012,6.0801
Ukraine,Wheat,Burning crop residues (Emissions CH4),2013,7.0914
Ukraine,Wheat,Burning crop residues (Emissions CH4),2014,6.4914
Ukraine,Wheat,Burning crop residues (Emissions CH4),2015,7.3867
Ukraine,Wheat,Burning crop residues (Emissions CH4),2016,6.7023
Ukraine,Wheat,Burning crop residues (Emissions CH4),2017,6.8876
Ukraine,Wheat,Burning crop residues (Emissions CH4),2018,7.1492
Ukraine,Wheat,Burning crop residues (Emissions CH4),2019,7.3713
Ukraine,Wheat,Burning crop residues (Emissions CH4),2020,7.0897
Ukraine,Wheat,Burning crop residues (Emissions CH4),2021,7.6674
Ukraine,Wheat,Burning crop residues (Emissions CH4),2022,5.704
Ukraine,Wheat,Burning crop residues (Emissions CH4),2030,6.105
Ukraine,Wheat,Burning crop residues (Emissions CH4),2050,5.9859
United States of America,Sugar cane,Crop residues (Emissions N2O),1961,
United States of America,Sugar cane,Crop residues (Emissions N2O),1962,
United States of America,Sugar cane,Crop residues (Emissions N2O),1963,
United States of America,Sugar cane,Crop residues (Emissions N2O),1964,
United States of America,Sugar cane,Crop residues (Emissions N2O),1965,
United States of America,Sugar cane,Crop residues (Emissions N2O),1966,
United States of America,Sugar cane,Crop residues (Emissions N2O),1967,
United States of America,Sugar cane,Crop residues (Emissions N2O),1968,
United States of America,Sugar cane,Crop residues (Emissions N2O),1969,
United States of America,Sugar cane,Crop residues (Emissions N2O),1970,
United States of America,Sugar cane,Crop residues (Emissions N2O),1971,
United States of America,Sugar cane,Crop residues (Emissions N2O),1972,
United States of America,Sugar cane,Crop residues (Emissions N2O),1973,
United States of America,Sugar cane,Crop residues (Emissions N2O),1974,
United States of America,Sugar cane,Crop residues (Emissions N2O),1975,
United States of America,Sugar cane,Crop residues (Emissions N2O),1976,
United States of America,Sugar cane,Crop residues (Emissions N2O),1977,
United States of America,Sugar cane,Crop residues (Emissions N2O),1978,
United States of America,Sugar cane,Crop residues (Emissions N2O),1979,
United States of America,Sugar cane,Crop residues (Emissions N2O),1980,
United States of America,Sugar cane,Crop residues (Emissions N2O),1981,
United States of America,Sugar cane,Crop residues (Emissions N2O),1982,
United States of America,Sugar cane,Crop residues (Emissions N2O),1983,
United States of America,Sugar cane,Crop residues (Emissions N2O),1984,
United States of America,Sugar cane,Crop residues (Emissions N2O),1985,
United States of America,Sugar cane,Crop residues (Emissions N2O),1986,
United States of America,Sugar cane,Crop residues (Emissions N2O),1987,
United States of America,Sugar cane,Crop residues (Emissions N2O),1988,
United States of America,Sugar cane,Crop residues (Emissions N2O),1989,
United States of America,Sugar cane,Crop residues (Emissions N2O),1990,
United States of America,Sugar cane,Crop residues (Emissions N2O),1991,
United States of America,Sugar cane,Crop residues (Emissions N2O),1992,
United States of America,Sugar cane,Crop residues (Emissions N2O),1993,
United States of America,Sugar cane,Crop residues (Emissions N2O),1994,
United States of America,Sugar cane,Crop residues (Emissions N2O),1995,
United States of America,Sugar cane,Crop residues (Emissions N2O),1996,
United States of America,Sugar cane,Crop residues (Emissions N2O),1997,
United States of America,Sugar cane,Crop residues (Emissions N2O),1998,
United States of America,Sugar cane,Crop residues (Emissions N2O),1999,
United States of America,Sugar cane,Crop residues (Emissions N2O),2000,
United States of America,Sugar cane,Crop residues (Emissions N2O),2001,
United States of America,Sugar cane,Crop residues (Emissions N2O),2002,
United States of America,Sugar cane,Crop residues (Emissions N2O),2003,
United States of America,Sugar cane,Crop residues (Emissions N2O),2004,
United States of America,Sugar cane,Crop residues (Emissions N2O),2005,
United States of America,Sugar cane,Crop residues (Emissions N2O),2006,
United States of America,Sugar cane,Crop residues (Emissions N2O),2007,
United States of America,Sugar cane,Crop residues (Emissions N2O),2008,
United States of America,Sugar cane,Crop residues (Emissions N2O),2009,
United States of America,Sugar cane,Crop residues (Emissions N2O),2010,
United States of America,Sugar cane,Crop residues (Emissions N2O),2011,
United States of America,Sugar cane,Crop residues (Emissions N2O),2012,
United States of America,Sugar cane,Crop residues (Emissions N2O),2013,
United States of America,Sugar cane,Crop residues (Emissions N2O),2014,
United States of America,Sugar cane,Crop residues (Emissions N2O),2015,
United States of America,Sugar cane,Crop residues (Emissions N2O),2016,
United States of America,Sugar cane,Crop residues (Emissions N2O),2017,
United States of America,Sugar cane,Crop residues (Emissions N2O),2018,
United States of America,Sugar cane,Crop residues (Emissions N2O),2019,
United States of America,Sugar cane,Crop residues (Emissions N2O),2020,
United States of America,Sugar cane,Crop residues (Emissions N2O),2021,
United States of America,Sugar cane,Crop residues (Emissions N2O),2022,
United States of America,Sugar cane,Crop residues (Emissions N2O),2030,
United States of America,Sugar cane,Crop residues (Emissions N2O),2050,
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1961,0.0081
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1962,0.0088
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1963,0.0106
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1964,0.0126
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1965,0.0114
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1966,0.0115
United States of America,Sugar cane,Burning crop residues (Emissions N2O),1967,0.0116
